fdc_id,brand_owner,market_country,branded_food_category,brand_name,ingredients,serving_size,serving_size_unit,description,publication_date,Calcium(mg),Carbohydrate(g),Cholesterol(mg),Energy(kcal),Saturated fatty acids(g),Trans fatty acids(g),Fiber(g),Iron(mg),"Potassium, K",Protein(g),Sodium(mg),Total sugar(g),Total fat(g),Vitamin A,"Vitamin A, IU","Vitamin A, RAE","Vitamin C, total ascorbic acid",umap_2,umap_5,umap_10,umap_20
2285094,"Snyder's-Lance, Inc.",United States,"Chips, Pretzels & Snacks",SNYDER'S OF HANOVER,"ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, MALT (TAPIOCA SYRUP, MALT EXTRACT), CANE SUGAR, CANOLA OIL*, YEAST, SODA.",30.0,g,"MINI PRETZELS, UNSALTED",2022-05-23,0.0,83.33,0.0,367.0,0.0,0.0,3.3,4.67,0.0,10.0,267.0,3.33,0.0,,,,,"[7.480185508728027, 12.713974952697754]","[6.824346542358398, 7.49447774887085, 2.914766788482666, 9.17288589477539, 6.070529460906982]","[4.797342777252197, 7.4857001304626465, 5.665622711181641, 2.2433571815490723, 3.7592270374298096, 6.644984722137451, 3.0127570629119873, 8.596126556396484, 4.284554958343506, 10.02095890045166]","[10.798975944519043, 5.405850887298584, 5.174393177032471, 4.991761684417725, 5.103931903839111, 4.577868938446045, 4.753232479095459, 6.310863494873047, 5.991313457489014, 3.223101854324341, 5.360518932342529, 4.40681266784668, 4.420602321624756, 4.351383686065674, 4.939147472381592, 4.306511402130127, 3.786360502243042, 0.847474992275238, 8.03383731842041, 10.685545921325684]"
2286284,"Snyder's-Lance, Inc.",United States,"Chips, Pretzels & Snacks",SNYDER'S OF HANOVER,"ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), PALM OIL, SUGAR, WATER, GARLIC POWDER, DEXTROSE, SALT, SPICE, CHILI PEPPER POWDER, MALTODEXTRIN, NATURAL FLAVOR, ONION POWDER, YEAST, GUM ACACIA, CITRIC ACID, CANOLA OIL, PAPRIKA EXTRACT, YEAST EXTRACT, SODA.",28.0,g,PRETZEL PIECES,2022-05-23,214.0,60.71,0.0,536.0,12.5,0.0,3.6,2.57,,7.14,571.0,10.71,28.57,,714.0,,0.0,"[6.003957271575928, 13.001997947692871]","[5.778926849365234, 7.2675251960754395, 3.0954556465148926, 8.332221031188965, 6.536203384399414]","[5.210150241851807, 7.644222736358643, 5.5994696617126465, 3.247865676879883, 3.840735912322998, 6.630655288696289, 3.5373756885528564, 8.155316352844238, 4.612511157989502, 8.905096054077148]","[10.36068344116211, 5.375240325927734, 5.382586479187012, 5.289543151855469, 4.9338579177856445, 4.86220121383667, 4.987968921661377, 6.474791526794434, 6.108383655548096, 3.2075486183166504, 5.8314409255981445, 4.891010284423828, 4.235672473907471, 4.674027442932129, 5.066435813903809, 3.825592517852783, 3.9386093616485596, 1.4396613836288452, 7.377892971038818, 9.06721019744873]"
2391881,"Snyder's-Lance, Inc.",United States,"Chips, Pretzels & Snacks",SNYDER'S OF HANOVER,"ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), PALM OIL, WHEY POWDER, BUTTERMILK POWDER, SALT, ONION POWDER, GARLIC POWDER, MALTODEXTRIN, YEAST EXTRACT, CORN SYRUP SOLIDS, YEAST, MONOSODIUM GLUTAMATE, XANTHAN GUM, LACTOSE, DEXTROSE, MALIC ACID, PARSLEY, CITRIC ACID, VINEGAR, CELLULOSE POWDER, NONFAT MILK, SWEET CREAM, DISODIUM INOSINATE AND GUANYLATE, LACTIC ACID, SPICES, NATURAL AND ARTIFICIAL FLAVORS, MODIFIED CORN STARCH, SOY LECITHIN, MOLASSES, CARAMEL COLOR, SODA.",28.0,g,"BUTTERMILK RANCH FLAVORED PRETZEL PIECES, BUTTERMILK RANCH",2022-12-22,107.0,39.29,0.0,500.0,12.5,0.0,0.0,3.93,214.0,7.14,1107.0,3.57,28.57,,,,,"[5.6259846687316895, 12.663345336914062]","[5.4615888595581055, 7.086916446685791, 3.2412514686584473, 8.481581687927246, 6.46963357925415]","[5.37367057800293, 7.539313793182373, 5.476755619049072, 3.3465089797973633, 4.067712306976318, 6.483090400695801, 3.7696406841278076, 8.152958869934082, 4.659332275390625, 8.685768127441406]","[10.320563316345215, 5.381405353546143, 5.316407680511475, 5.299291133880615, 4.88207483291626, 4.919886589050293, 5.055388927459717, 6.5743842124938965, 6.0942158699035645, 3.20351505279541, 5.931461811065674, 5.19251823425293, 4.337909698486328, 4.611250877380371, 5.006413459777832, 3.768965721130371, 3.962761640548706, 1.635790467262268, 7.076253890991211, 8.87069034576416]"
2699707,Snyder's-Lance INC.,United States,Snacks,SNYDERS OF HANOVER,"INGREDIENTS: ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), TAPIOCA MALT SYRUP (TAPIOCA SYRUP, MALT EXTRACT), SALT, CANOLA OIL, CANE SUGAR, YEAST, SODA. CONTAINS:  WHEAT.",28.0,GRM,"Snyder's of Hanover Pretzels, Mini Pretzels, Family Size 17 Oz",2024-08-15,0.0,82.14,0.0,393.0,0.0,0.0,3.6,4.64,0.0,10.71,1000.0,3.57,1.79,,,,,"[6.6496901512146, 14.101316452026367]","[5.305955410003662, 6.720961570739746, 1.7095539569854736, 9.440093040466309, 5.972686767578125]","[4.933783054351807, 7.305456161499023, 5.254793167114258, 2.254451036453247, 4.024967670440674, 6.373983860015869, 3.2021806240081787, 9.25308609008789, 4.417080879211426, 9.441959381103516]","[11.143142700195312, 5.554335594177246, 4.990743637084961, 4.820117473602295, 5.093404293060303, 4.635006904602051, 4.825660228729248, 6.958059787750244, 5.997814178466797, 3.2510440349578857, 5.888453960418701, 4.884478569030762, 4.413552761077881, 3.945204019546509, 4.913499355316162, 4.232351779937744, 3.8830227851867676, 1.2332305908203125, 7.717830657958984, 10.211210250854492]"
2696856,Snyder's-Lance INC.,United States,Snacks,SNYDERS OF HANOVER,"INGREDIENTS: ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), TAPIOCA MALT SYRUP (TAPIOCA SYRUP, MALT EXTRACT), CANOLA OIL, SALT, YEAST, SODA.CONTAINS: WHEAT",28.0,GRM,"Snyder's of Hanover, Pretzel Sticks, Family Size Bag, 17 Oz",2024-07-11,0.0,82.14,0.0,393.0,0.0,0.0,3.6,3.57,0.0,10.71,1000.0,3.57,3.57,,,,,"[6.657826900482178, 14.087855339050293]","[5.301504135131836, 6.719676971435547, 1.721840262413025, 9.428302764892578, 5.97514533996582]","[4.943256855010986, 7.298401832580566, 5.24632453918457, 2.269381284713745, 4.036929607391357, 6.369017124176025, 3.213104009628296, 9.244912147521973, 4.426052570343018, 9.42979621887207]","[11.12559700012207, 5.551475524902344, 4.997526168823242, 4.819772720336914, 5.087137222290039, 4.637115001678467, 4.82839822769165, 6.960849285125732, 5.997838020324707, 3.2465274333953857, 5.9062933921813965, 4.909527778625488, 4.425220012664795, 3.9619228839874268, 4.9167985916137695, 4.219557762145996, 3.886997699737549, 1.2530139684677124, 7.688450336456299, 10.156777381896973]"
2699706,Snyder's-Lance INC.,United States,Snacks,SNYDERS OF HANOVER,"INGREDIENTS: ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), PALM OIL, SUGAR, ONION POWDER, DEXTROSE, SALT, WHEY (MILK), HONEY POWDER, HYDROLYZED SOY PROTEIN, MUSTARD POWDER (MUSTARD [VINEGAR, MUSTARD, SALT, TURMERIC], MALTODEXTRIN, STARCH), WHEAT STARCH, VINEGAR POWDER (MALTODEXTRIN, MODIFIED FOOD STARCH, VINEGAR), YEAST, CANOLA OIL, CITRIC ACID, NATURAL FLAVOR, HORSERADISH, SPICE, TURMERIC EXTRACT (COLOR), SODA. CONTAINS: WHEAT, MILK, SOY",28.0,GRM,"Snyder's of Hanover Pretzel Pieces, Honey Mustard and Onion, 13 Oz",2024-08-15,36.0,60.71,0.0,500.0,12.5,0.0,3.6,2.86,143.0,7.14,679.0,7.14,25.0,,,,,"[5.773286819458008, 13.725399017333984]","[5.465691566467285, 7.245677471160889, 2.334542989730835, 7.9805684089660645, 6.46100378036499]","[5.186820030212402, 7.999560832977295, 5.577653884887695, 3.3024256229400635, 3.516019105911255, 6.6676740646362305, 3.5346484184265137, 8.331156730651855, 4.572856426239014, 8.583513259887695]","[10.281229972839355, 5.4072675704956055, 5.38413667678833, 5.2539286613464355, 4.885167598724365, 4.771218299865723, 4.969540596008301, 6.707563400268555, 6.2275614738464355, 3.3503916263580322, 5.979228973388672, 4.649023056030273, 3.8647868633270264, 4.767711639404297, 5.178979873657227, 3.795968532562256, 4.17393159866333, 1.4676605463027954, 7.593531608581543, 8.849292755126953]"
2463231,"Snyder's-Lance, Inc.",United States,"Chips, Pretzels & Snacks",SNYDER'S OF HANOVER,"ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), PALM OIL, MALTODEXTRIN, SALT, DRIED CAYENNE PEPPER SAUCE (CAYENNE PEPPERS, VINEGAR, SALT, GARLIC), SODIUM DIACETATE, MODIFIED CORN STARCH, MONOSODIUM GLUTAMATE, YEAST, VINEGAR, PAPRIKA EXTRACT (COLOR), CITRIC ACID, GARLIC POWDER, CARAMEL COLOR, DISODIUM INOSINATE AND GUANYLATE, LACTIC ACID, SODA.",28.0,g,"HOT BUFFALO WING FLAVORED SOURDOUGH HARD PRETZEL PIECES, HOT BUFFALO WING",2023-02-16,36.0,42.86,0.0,500.0,10.71,0.0,0.0,3.93,107.0,7.14,1214.0,3.57,25.0,,,,,"[3.3904755115509033, -4.1395416259765625]","[5.096322059631348, 8.263396263122559, 2.7349648475646973, 9.597259521484375, 6.458837509155273]","[5.242660999298096, 7.594076633453369, 4.60267448425293, 3.105343818664551, 3.910170793533325, 7.185274124145508, 3.4774084091186523, 8.587398529052734, 4.9530029296875, 8.6392240524292]","[10.818033218383789, 5.409022331237793, 5.0343852043151855, 5.105162620544434, 4.526379585266113, 4.626933574676514, 5.16975736618042, 6.509345531463623, 5.793892860412598, 2.664041519165039, 6.538852691650391, 5.532634258270264, 4.213192462921143, 4.5102620124816895, 5.016719818115234, 3.516374111175537, 3.8062026500701904, 1.8422821760177612, 7.264694690704346, 9.281807899475098]"
2113803,"Snyder's-Lance, Inc.",United States,"Chips, Pretzels & Snacks",SNYDER'S OF HANOVER,"ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, PALM OIL, WHEY, CHEDDAR CHEESE (PASTEURIZED MILK, CHEESE CULTURES, SALT, ENZYMES), SALT, MALTODEXTRIN, BUTTERMILK POWDER, YEAST, ONION POWDER, DISODIUM PHOSPHATE, SODIUM CASEINATE, TOMATO POWDER, CITRIC ACID, SPICE, NONFAT DRY MILK, SUGAR, NATURAL FLAVORS, AUTOLYZED YEAST EXTRACT, GARLIC POWDER, TURMERIC EXTRACT, ANNATTO EXTRACT, PAPRIKA EXTRACT, DISODIUM INOSINATE, DISODIUM GUANYLATE, SODA.",28.0,g,"PRETZEL PIECES, CHEDDAR CHEESE",2021-10-28,0.0,57.14,0.0,500.0,12.5,0.0,3.6,2.57,,7.14,929.0,3.57,28.57,,0.0,,0.0,"[5.013081073760986, 11.96840763092041]","[5.0858988761901855, 6.805531978607178, 3.8244173526763916, 8.80036735534668, 6.199606895446777]","[5.841534614562988, 7.271203994750977, 5.165055751800537, 3.50264835357666, 4.555875301361084, 6.142203330993652, 4.123564720153809, 8.13754940032959, 4.70047664642334, 8.066143035888672]","[10.086732864379883, 5.338799953460693, 5.260194778442383, 5.3189592361450195, 4.850995063781738, 5.150205135345459, 5.140865802764893, 6.795694351196289, 6.080360412597656, 3.1331498622894287, 5.994065284729004, 5.72412633895874, 4.475252151489258, 4.511306285858154, 5.000076770782471, 3.7443997859954834, 3.9266669750213623, 2.046490430831909, 6.3691020011901855, 8.369966506958008]"
2634404,"Snyder's-Lance, Inc.",United States,"Chips, Pretzels & Snacks",SNYDER'S OF HANOVER,"ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), PALM OIL, SUGAR, WATER, GARLIC POWDER, DEXTROSE, SALT, SPICE, CHILI PEPPER POWDER, MALTODEXTRIN, NATURAL FLAVOR, ONION POWDER, YEAST, GUM ACACIA, CITRIC ACID, CANOLA OIL, PAPRIKA EXTRACT, YEAST EXTRACT, SODA.",56.70000076293945,GRM,"FLAVORED SOURDOUGH HARD PRETZEL PIECES, SWEET CHILI GARLIC",2023-09-14,265.0,61.73,0.0,511.0,12.35,0.0,1.8,3.17,,7.05,564.0,8.82,28.22,127.0,,,0.0,"[5.983684539794922, 12.971484184265137]","[5.787137985229492, 7.2739481925964355, 3.0930449962615967, 8.31027603149414, 6.544095039367676]","[5.196783542633057, 7.660841464996338, 5.611681938171387, 3.2474381923675537, 3.8162636756896973, 6.643766403198242, 3.521005153656006, 8.15099811553955, 4.6074442863464355, 8.916027069091797]","[10.360562324523926, 5.376125812530518, 5.385908603668213, 5.290846347808838, 4.932981014251709, 4.858428955078125, 4.9868974685668945, 6.472466945648193, 6.110959053039551, 3.210148811340332, 5.830437183380127, 4.878608226776123, 4.227867603302002, 4.679862976074219, 5.068979263305664, 3.8242428302764893, 3.941542863845825, 1.433653473854065, 7.391531944274902, 9.069804191589355]"
2092843,"Snyder's-Lance, Inc.",United States,"Chips, Pretzels & Snacks",SNYDER'S OF HANOVER,"ENRICHED FLOUR (WHEAT FLOUR,NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), PALM OIL, WATER, SUGAR, ONION POWDER, MALTODEXTRIN, DEXTROSE, WHEY (MILK), SALT, VINEGAR POWDER (MALTODEXTRIN, MODIFIED CORN STARCH, VINEGAR), HONEY POWDER, HYDROLYZED SOY PROTEIN, MUSTARD [(VINEGAR, WATER, MUSTARD, SALT, TURMERIC), MALTODEXTRIN, CORN STARCH], WHEAT STARCH, YEAST, SPICES, EXTRACT OF TURMERIC, CITRIC ACID, HORSERADISH POWDER, NATURAL FLAVORS, SODA.",39.70000076293945,g,"PRETZEL PIECES, HONEY MUSTARD & ONION",2021-10-28,50.0,62.97,0.0,504.0,10.08,0.0,2.5,2.72,,7.56,856.0,10.08,22.67,,0.0,,0.0,"[5.548398017883301, 13.289350509643555]","[5.560314178466797, 7.360354423522949, 2.993558406829834, 7.968314170837402, 6.674111843109131]","[5.235389709472656, 7.939728736877441, 5.685420989990234, 3.462960958480835, 3.6368958950042725, 6.723813056945801, 3.6624984741210938, 7.947113990783691, 4.615802764892578, 8.704703330993652]","[10.20764446258545, 5.357526779174805, 5.421272277832031, 5.369967460632324, 4.862863540649414, 4.851931095123291, 5.076919078826904, 6.429479598999023, 6.165038108825684, 3.2973411083221436, 5.963045120239258, 4.7915802001953125, 4.019526958465576, 4.85494327545166, 5.095630645751953, 3.6979117393493652, 4.103547096252441, 1.4942489862442017, 7.4640421867370605, 8.842001914978027]"
2092848,"Snyder's-Lance, Inc.",United States,"Chips, Pretzels & Snacks",SNYDER'S OF HANOVER,"ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, SALT, MALT (TAPIOCA SYRUP, MALT EXTRACT), CANE SUGAR, CANOLA OIL*, YEAST, SODA.",26.0,g,MINI PRETZELS,2021-10-28,0.0,84.62,0.0,385.0,0.0,0.0,3.8,4.15,,7.69,846.0,3.85,0.0,,0.0,,0.0,"[7.485995292663574, 12.699390411376953]","[6.825392246246338, 7.495064735412598, 2.9158191680908203, 9.1729097366333, 6.069744110107422]","[4.797040939331055, 7.487565040588379, 5.667087554931641, 2.246114492416382, 3.759232521057129, 6.646080017089844, 3.0143022537231445, 8.593751907348633, 4.284594535827637, 10.02003288269043]","[10.80135440826416, 5.405709743499756, 5.173286437988281, 4.9906415939331055, 5.101772785186768, 4.573878765106201, 4.753403663635254, 6.306972980499268, 5.993915557861328, 3.225606679916382, 5.363209247589111, 4.404088020324707, 4.415889263153076, 4.348960876464844, 4.937563419342041, 4.307485103607178, 3.7885191440582275, 0.8473024368286133, 8.03336238861084, 10.687555313110352]"
2092850,"Snyder's-Lance, Inc.",United States,"Chips, Pretzels & Snacks",SNYDER'S OF HANOVER,"CORN STARCH, PALM OIL, POTATO STARCH, TAPIOCA STARCH, DEXTROSE, SUGAR, WATER, SALT, CELLULOSE GUM, ONION POWDER, BAKING POWDER (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE, CORN STARCH, MONOCALCIUM PHOSPHATE), SOY LECITHIN, MALTODEXTRIN, CITRIC ACID, YEAST, VINEGAR POWDER, MUSTARD FLOUR, MODIFIED CORN STARCH, SPICE, HONEY POWDER, TURMERIC EXTRACTIVES (FOR COLOR), SPICE AND COLORING (CONTAINS TURMERIC), NATURAL FLAVORING, SODA.",25.5,g,"GLUTEN FREE PRETZEL STICKS, HONEY MUSTARD & ONION",2021-10-28,78.0,74.51,0.0,431.0,7.84,0.0,3.9,0.0,,0.0,1137.0,3.92,15.69,,0.0,,0.0,"[2.699418067932129, 4.363173961639404]","[4.813212871551514, 5.380494594573975, 6.830285549163818, 3.5056352615356445, 5.685105800628662]","[3.7342617511749268, 6.013091564178467, 3.3883614540100098, 5.373834133148193, 3.703631639480591, 4.690028667449951, 4.280898571014404, 3.846066474914551, 4.034303188323975, 6.294990539550781]","[9.086771965026855, 4.359837055206299, 4.293381690979004, 5.565183639526367, 5.405160427093506, 5.303597450256348, 5.354475975036621, 5.522976875305176, 5.454927444458008, 3.5937249660491943, 4.23933219909668, 4.2376790046691895, 4.940332889556885, 4.558096885681152, 5.002293586730957, 4.276768684387207, 4.326755523681641, 3.8502144813537598, 6.172708988189697, 3.3746144771575928]"
2699705,Snyder's-Lance INC.,United States,Snacks,SNYDERS OF HANOVER,"INGREDIENTS: ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), TAPIOCA MALT SYRUP (TAPIOCA SYRUP, MALT EXTRACT), VEGETABLE OILS (CANOLA, PALM, SOY, AND/OR SUNFLOWER), SALT, YEAST, SUGAR, SODA. CONTAINS: WHEAT",28.0,GRM,"Snyder's of Hanover Pretzel Snaps, 32 Oz",2024-08-15,36.0,82.14,0.0,393.0,0.0,0.0,3.6,4.64,107.0,10.71,964.0,0.0,3.57,,,,,"[6.668875694274902, 13.844510078430176]","[5.246005535125732, 6.753366470336914, 1.884304404258728, 9.240681648254395, 6.042227268218994]","[4.978485584259033, 7.304968357086182, 5.235126495361328, 2.4528610706329346, 4.121413707733154, 6.362886428833008, 3.2762601375579834, 9.141812324523926, 4.476533889770508, 9.260692596435547]","[11.058028221130371, 5.535073757171631, 5.022158145904541, 4.835572719573975, 5.06525993347168, 4.649309158325195, 4.836001873016357, 6.9738898277282715, 6.003993034362793, 3.2303333282470703, 5.932729244232178, 4.957496166229248, 4.43568754196167, 4.025862216949463, 4.9345550537109375, 4.18332576751709, 3.9022438526153564, 1.3073633909225464, 7.608997344970703, 10.04160213470459]"
2105493,"Snyder's-Lance, Inc.",United States,"Chips, Pretzels & Snacks",SNYDER'S OF HANOVER,"ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, SALT, MALT (TAPIOCA SYRUP, MALT EXTRACT), CANE SUGAR, CANOLA OIL*, YEAST, SODA.",42.5,g,MINI PRETZELS,2021-10-28,0.0,82.35,0.0,376.0,0.0,0.0,2.4,4.24,,9.41,824.0,2.35,1.18,,0.0,,0.0,"[7.481723785400391, 12.71249771118164]","[6.821648597717285, 7.493551731109619, 2.9156625270843506, 9.165783882141113, 6.069777488708496]","[4.79718542098999, 7.483907699584961, 5.665062427520752, 2.245668649673462, 3.757868766784668, 6.647038459777832, 3.012298822402954, 8.596230506896973, 4.285362720489502, 10.018747329711914]","[10.801841735839844, 5.405683994293213, 5.174278736114502, 4.990257740020752, 5.103573799133301, 4.575268745422363, 4.752460956573486, 6.307633399963379, 5.992873668670654, 3.2238378524780273, 5.361982345581055, 4.40463924407959, 4.4188151359558105, 4.348841667175293, 4.938294887542725, 4.307878017425537, 3.7864058017730713, 0.8461166620254517, 8.034302711486816, 10.687357902526855]"
2699704,Snyder's-Lance INC.,United States,Snacks,SNYDERS OF HANOVER,"INGREDIENTS: ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), CANOLA OIL, TAPIOCA MALT SYRUP (TAPIOCA SYRUP, MALT EXTRACT), WHEAT GLUTEN, SALT, YEAST, SUGAR, SODA. CONTAINS: WHEAT.",28.0,GRM,"Snyder's of Hanover Pretzels, Homestyle Pretzel Rings, 12 Oz",2024-08-15,0.0,75.0,0.0,393.0,0.0,0.0,3.6,4.29,0.0,10.71,786.0,0.0,5.36,,,,,"[6.61492919921875, 14.099958419799805]","[5.324894905090332, 6.719669818878174, 1.7098294496536255, 9.445528030395508, 5.9619598388671875]","[4.938480377197266, 7.2989044189453125, 5.255008220672607, 2.2854163646698, 4.03577184677124, 6.381335735321045, 3.2110376358032227, 9.22127914428711, 4.42649507522583, 9.424578666687012]","[11.130265235900879, 5.548867702484131, 5.000624656677246, 4.827466011047363, 5.091763496398926, 4.637322902679443, 4.82577657699585, 6.942147731781006, 5.999150276184082, 3.24688982963562, 5.883581638336182, 4.881630897521973, 4.416687965393066, 3.957881450653076, 4.917137145996094, 4.227339744567871, 3.8768351078033447, 1.2297521829605103, 7.714508056640625, 10.195448875427246]"
2112585,"Snyder's-Lance, Inc.",United States,"Chips, Pretzels & Snacks",SNYDER'S OF HANOVER,"ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, SALT, MALT (TAPIOCA SYRUP, MALT EXTRACT), CANOLA OIL, CANE SUGAR, YEAST, BROMELAIN, SODA.",30.0,g,THE EMOJI MOVIE PRETZELS,2021-10-28,0.0,83.33,0.0,400.0,0.0,0.0,3.3,4.0,0.0,10.0,1233.0,3.33,1.67,,,,,"[7.498622894287109, 12.648613929748535]","[6.8852081298828125, 7.561264514923096, 2.9891085624694824, 9.167019844055176, 6.004116058349609]","[4.796048164367676, 7.435952186584473, 5.6554341316223145, 2.255368232727051, 3.760735034942627, 6.656280994415283, 2.975492000579834, 8.587900161743164, 4.254627227783203, 10.001416206359863]","[10.801311492919922, 5.378803730010986, 5.157679080963135, 4.931216239929199, 5.1109299659729, 4.592545032501221, 4.758967399597168, 6.355967044830322, 5.997073650360107, 3.2091193199157715, 5.331634044647217, 4.382164001464844, 4.471276760101318, 4.2642388343811035, 4.8927001953125, 4.401134967803955, 3.7546417713165283, 0.8227064609527588, 8.031224250793457, 10.806797981262207]"
2114210,"Snyder's-Lance, Inc.",United States,"Chips, Pretzels & Snacks",SNYDER'S OF HANOVER,"ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCE IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), PALM OIL, SUGAR, WATER, MALTODEXTRIN, DEXTROSE, SWEET CREAM SOLIDS, PUMPKIN POWDER, DRIED MOLASSES, YEAST, SPICE, NATURAL FLAVOR, PAPRIKA EXTRACT, SODA.",28.0,g,"FLAVORED SOURDOUGH HARD PRETZEL PIECES, PUMPKIN SPICE",2021-10-28,286.0,60.71,0.0,500.0,12.5,0.0,3.6,2.5,,7.14,89.0,10.71,25.0,,,,,"[6.706152439117432, 12.85694694519043]","[6.288144588470459, 7.582154273986816, 3.3143155574798584, 8.233877182006836, 6.5154948234558105]","[5.04330587387085, 7.454540729522705, 5.746414661407471, 3.108694553375244, 3.7704007625579834, 6.810495376586914, 3.257051467895508, 7.941906929016113, 4.586567401885986, 9.337703704833984]","[10.513494491577148, 5.3808913230896, 5.451301574707031, 5.2140607833862305, 5.106992721557617, 4.818493843078613, 4.844742774963379, 6.259768486022949, 6.0749616622924805, 3.1543309688568115, 5.617177486419678, 4.629904270172119, 4.349574089050293, 4.606374263763428, 5.1081132888793945, 3.9610817432403564, 3.7414984703063965, 1.1399511098861694, 7.618918418884277, 9.356200218200684]"
2435803,"Snyder's-Lance, Inc.",United States,"Chips, Pretzels & Snacks",SNYDER'S OF HANOVER,"ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), PALM OIL, WHEY, WATER, SALT, SUGAR, MALTODEXTRIN, CHEDDAR CHEESE (MILK, SALT, CULTURES, AND ENZYMES), YEAST, NATURAL FLAVOR (INCLUDING BEER EXTRACT), GUM ACACIA, SPICE, CITRIC ACID (FOR FLAVOR), PAPRIKA EXTRACT, ANNATTO EXTRACT, SODA.",28.0,g,"PRETZEL PIECES, CHEDDAR ALE",2022-12-22,71.0,60.71,0.0,500.0,12.5,0.0,3.6,2.86,286.0,7.14,929.0,7.14,25.0,,,,,"[4.990163803100586, 11.944579124450684]","[5.074920654296875, 6.797664165496826, 3.827138900756836, 8.80571460723877, 6.188051223754883]","[5.8476457595825195, 7.266630172729492, 5.154517650604248, 3.5044357776641846, 4.565812587738037, 6.137556552886963, 4.1294097900390625, 8.140420913696289, 4.700333595275879, 8.060203552246094]","[10.080657005310059, 5.336320877075195, 5.256558895111084, 5.317261219024658, 4.8479461669921875, 5.157256126403809, 5.1447930335998535, 6.7986555099487305, 6.083033084869385, 3.12856388092041, 5.996523380279541, 5.737579345703125, 4.476271152496338, 4.50667142868042, 5.001798629760742, 3.745572566986084, 3.927367687225342, 2.058732509613037, 6.357077121734619, 8.358025550842285]"
2435480,"Snyder's-Lance, Inc.",United States,"Chips, Pretzels & Snacks",SNYDER'S OF HANOVER,"ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), CANOLA OIL, MALT (TAPIOCA MALT, MALT EXTRACT), WHEAT GLUTEN, WATER, SALT, YEAST, BROMELAIN, SODA.",30.0,g,HOMESTYLE PRETZEL RINGS,2022-12-22,0.0,76.67,0.0,400.0,0.0,0.0,3.3,6.33,0.0,13.33,833.0,3.33,5.0,,,,,"[7.527856349945068, 12.59665298461914]","[6.897293567657471, 7.578734397888184, 3.008512258529663, 9.166061401367188, 5.988629341125488]","[4.767416954040527, 7.383525848388672, 5.626346588134766, 2.2554779052734375, 3.7855570316314697, 6.683365821838379, 2.9346730709075928, 8.605303764343262, 4.217993259429932, 10.002665519714355]","[10.805206298828125, 5.382033824920654, 5.159111976623535, 4.935333728790283, 5.111879348754883, 4.589646816253662, 4.756700038909912, 6.351739406585693, 5.996493339538574, 3.2097246646881104, 5.334015369415283, 4.383702754974365, 4.469923496246338, 4.26770544052124, 4.897883415222168, 4.400422096252441, 3.754772663116455, 0.8214088082313538, 8.034025192260742, 10.813044548034668]"
